id;"Volg nr.";ID-ON;"SR- Schadenr";"Datum Opname";"Status Schade";Proces;"Status proces";Opmerking1;Bron;"Datum Schouw";Weg;Baan;DVK;Strook;"Hm van";"Tot Hm";"Verl.
Aanw";"Sign.
aanw";"IVON Plan";"Risico klasse";"Ernst klasse";Schadebeeld;"Aantal (stuks)
gaten/ scheuren";"Lengte in m";"Breedte in m";"Opper vlakte in m2";"Huidige deklaag";Lussen;Onderzoek;"Datum Garantie tot1";"Unieke Garantie Code";"Naam Garantiegever";Opmerking2;"Type inzet";"Advies aanpak";Foto's;Schets;"Plan Datum";Opm.;Offertenr.;"Datum Mail Akkoord";Opdrachtnr.;"Opdracht Datum";"Kosten Indicatie";Opmerking3;"Datum Uitvoering";"Type Asfalt";"Datum Garantie tot2";Opmerking4;"Afl. dossier nr.";Volgnr.;"Def. Bedrag";"Datum Ontvangst RWS";"Datum Techn. Akkoord";"Datum Fin. Akkoord";"Datum Akkoord CM";"Datum PV";Opmerking5
213;213;230;230;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;226;226;226,15;226,15;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;18-12-2018;18-12-2018;"Vanaf 17-12";"Vanaf 17-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 4, maatregel 1";"Locatie 4, maatregel 1";;;;;;;;;;;;;;;;;;;;;;;;;;
214;214;231;231;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1R-R;1R-R;225,67;225,67;225,92;225,92;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;18-12-2018;18-12-2018;"Vanaf 17-12";"Vanaf 17-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 4, maatregel 1";"Locatie 4, maatregel 1";;;;;;;;;;;;;;;;;;;;;;;;;;
215;215;232;232;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;2R-R;2R-R;229,4;229,4;230;230;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;"ja + GMS";"ja + GMS";;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 5, maatregel 2";"Locatie 5, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
216;216;233;233;UP-015;UP-015;;;19-11-2018;19-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1U-R;1U-R;229,47;229,47;229,82;229,82;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;20-12-2018;20-12-2018;"Vanaf 19-12";"Vanaf 19-12";UP-015;UP-015;;;RA-015;RA-015;;;;;"Locatie 5, maatregel 2";"Locatie 5, maatregel 2";;;;;;;;;;;;;;;;;;;;;;;;;;
217;217;234;234;;;;;26-11-2018;26-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;"Melding
181126-000057";"Melding
181126-000057";800;800;;;A1;A1;HRL;HRL;;;1R-L;1R-L;63,1;63,1;63,1;63,1;Nee;Nee;Nee;Nee;;;;;1;1;Scheurvorming;Scheurvorming;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;218;235;235;C-593;C-593;;;3-12-2018;3-12-2018;Open;Open;Garantie;Garantie;Hold;Hold;;;WIS;WIS;1-12-2018;1-12-2018;A28;A28;HRR;HRR;;;3R-R;3R-R;104,48;104,48;104,48;104,48;Nee;Nee;Ja;Ja;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOABTW;ZOABTW;;;;;1-12-2022;1-12-2022;;;;;;;HB;HB;11;11;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;219;236;236;C-593;C-593;;;3-12-2018;3-12-2018;Open;Open;Vervolg;Vervolg;Plan;Plan;;;WIS;WIS;1-12-2018;1-12-2018;A28;A28;HRR;HRR;;;1U-R;1U-R;104,51;104,51;104,51;104,51;Nee;Nee;Ja;Ja;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;11;11;Ja;Ja;;;;;;;HB-009;HB-009;12-12-2018;12-12-2018;HB-009;HB-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;220;237;237;C-593;C-593;;;3-12-2018;3-12-2018;Open;Open;Garantie;Garantie;Hold;Hold;;;WIS;WIS;1-12-2018;1-12-2018;A28;A28;HRR;HRR;;;3R-R;3R-R;105,75;105,75;105,75;105,75;Nee;Nee;Ja;Ja;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOABTW;ZOABTW;;;;;31-12-2021;31-12-2021;;;;;;;HB;HB;11;11;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;221;238;238;U562S181127121016;U562S181127121016;;;3-12-2018;3-12-2018;Open;Open;;;Plan;Plan;;;ON;ON;27-11-2018;27-11-2018;A28;A28;HRR;HRR;;;1I-R;1I-R;101,55;101,55;101,55;101,55;Nee;Nee;Ja;Ja;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;11;11;Ja;Ja;;;;;;;HB-009;HB-009;12-12-2018;12-12-2018;HB-009;HB-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;222;239;239;C-618;C-618;;;10-12-2018;10-12-2018;Open;Open;Vervolg;Vervolg;Bespreken;Bespreken;;;WIS;WIS;3-12-2018;3-12-2018;A28;A28;HRR;HRR;;;ALL;ALL;111,7;111,7;111,7;111,7;Nee;Nee;Ja;Ja;;;;;3;3;Gaten;Gaten;>5;>5;;;;;;;ZOABTW;ZOABTW;Ja;Ja;;;11-1-2022;11-1-2022;;;;;"GELDT VOOR R3";"GELDT VOOR R3";BB;BB;"incl. lussen";"incl. lussen";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;223;240;240;C-629;C-629;;;10-12-2018;10-12-2018;Open;Open;Calamiteit;Calamiteit;Hold;Hold;;;WIS;WIS;6-12-2018;6-12-2018;A1;A1;HRL;HRL;;;1V-L;1V-L;87,9;87,9;87,9;87,9;Ja;Ja;Ja;Ja;;;;;1;1;Krassen;Krassen;1;1;;;;;;;ZOABTW;ZOABTW;;;;;1-12-2022;1-12-2022;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;224;241;241;U562S181204112819;U562S181204112819;;;10-12-2018;10-12-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;4-12-2018;4-12-2018;A28;A28;HRR;HRR;;;"2R-R; 1U-R";"2R-R; 1U-R";50,65;50,65;50,65;50,65;Nee;Nee;Nee;Nee;;;;;2;2;"Langsnaad en craquel?";"Langsnaad en craquel?";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;225;242;242;U562S181204010104;U562S181204010104;;;10-12-2018;10-12-2018;Open;Open;;;Plan;Plan;;;ON;ON;4-12-2018;4-12-2018;A28;A28;HRR;HRR;;;1V-R;1V-R;57,23;57,23;57,23;57,23;Nee;Nee;Nee;Nee;;;;;3;3;Gat;Gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;HB-009;HB-009;12-12-2018;12-12-2018;HB-009;HB-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;226;243;243;;;;;10-12-2018;10-12-2018;Open;Open;Garantie;Garantie;Hold;Hold;"Melding 181206-000191";"Melding 181206-000191";800;800;;;A32;A32;HRR;HRR;;;2R-R;2R-R;19,3;19,3;19,3;19,3;Nee;Nee;Nee;Nee;;;;;2;2;Gat;Gat;1;1;;;;;;;ZOAB;ZOAB;;;;;1-12-2022;1-12-2022;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;227;244;244;;;;;10-12-2018;10-12-2018;Open;Open;Garantie;Garantie;Hold;Hold;"Melding 181207-000290";"Melding 181207-000290";800;800;;;A32;A32;HRR;HRR;;;2R-R;2R-R;19,1;19,1;19,2;19,2;Nee;Nee;Nee;Nee;;;;;3;3;Gaten;Gaten;2;2;;;;;;;ZOAB;ZOAB;;;;;1-12-2024;1-12-2024;;;;;;;HB;HB;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;228;245;245;C-632;C-632;;;17-12-2018;17-12-2018;Open;Open;Calamiteit;Calamiteit;Check;Check;;;WIS;WIS;7-12-2018;7-12-2018;A32;A32;HRR;HRR;;;2R-R;2R-R;19,2;19,2;19,2;19,2;Nee;Nee;Nee;Nee;;;;;;;Gat;Gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;229;246;246;C-652;C-652;;;17-12-2018;17-12-2018;Open;Open;Vervolg;Vervolg;Plan;Plan;;;WIS;WIS;11-12-2018;11-12-2018;A50;A50;HRR;HRR;;;2R-R;2R-R;203,6;203,6;203,6;203,6;Ja;Ja;Ja;Ja;;;;;3;3;Gat;Gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;;;;;HB-010;HB-010;;;;;;;"? 9.800,00";"? 9.800,00";;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;230;247;247;C-660;C-660;;;17-12-2018;17-12-2018;Open;Open;Vervolg;Vervolg;Plan;Plan;;;WIS;WIS;13-12-2018;13-12-2018;A50;A50;HRR;HRR;;;"1R-R;2R-R";"1R-R;2R-R";224,2;224,2;224,4;224,4;Ja;Ja;Nee;Nee;;;;;3;3;Gaten;Gaten;2;2;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;10;10;Ja;Ja;;;;;;;HB-010;HB-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;231;248;248;C-660;C-660;;;17-12-2018;17-12-2018;Open;Open;Vervolg;Vervolg;Plan;Plan;;;WIS;WIS;13-12-2018;13-12-2018;A50;A50;HRR;HRR;;;"1R-R;2R-R";"1R-R;2R-R";225,61;225,61;225,61;225,61;Ja;Ja;Nee;Nee;;;;;3;3;Gat;Gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;10;10;Ja;Ja;;;;;;;HB-010;HB-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;232;249;249;U562S181211104643;U562S181211104643;;;17-12-2018;17-12-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;11-12-2018;11-12-2018;A28;A28;HRL;HRL;d;d;1R-L;1R-L;81,81;81,81;81,81;81,81;Nee;Nee;Nee;Nee;;;;;2;2;Gaten;Gaten;2;2;;;;;;;DAB;DAB;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;233;250;250;U562S181211105248;U562S181211105248;;;17-12-2018;17-12-2018;Open;Open;Monitoren;Monitoren;Plan;Plan;;;ON;ON;11-12-2018;11-12-2018;A28;A28;HRL;HRL;d;d;1R-L;1R-L;81,75;81,75;81,75;81,75;Nee;Nee;Nee;Nee;;;;;2;2;Langsscheuren;Langsscheuren;;;;;;;;;DAB;DAB;;;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;234;251;251;U562S181211105738;U562S181211105738;;;17-12-2018;17-12-2018;Open;Open;;;Plan;Plan;;;ON;ON;11-12-2018;11-12-2018;A28;A28;HRL;HRL;c;c;1R-L;1R-L;51,23;51,23;51,23;51,23;Ja;Ja;Nee;Nee;;;;;3;3;Langsscheuren;Langsscheuren;2;2;;;;;;;SMA;SMA;Ja;Ja;;;;;;;;;;;HB;HB;10;10;Ja;Ja;;;;;;;HB-010;HB-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;235;252;252;U562S181211124810;U562S181211124810;;;17-12-2018;17-12-2018;Open;Open;;;Plan;Plan;;;ON;ON;11-12-2018;11-12-2018;A28;A28;HRL;HRL;c;c;1R-L;1R-L;36,35;36,35;36,35;36,35;Ja;Ja;Ja;Ja;;;;;3;3;Boorgaten;Boorgaten;3;3;;;;;;;SMA;SMA;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;;;;;HB-010;HB-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;236;253;253;U562S181211010733;U562S181211010733;;;17-12-2018;17-12-2018;Open;Open;;;Bespreken;Bespreken;;;ON;ON;11-12-2018;11-12-2018;A28;A28;HRR;HRR;a;a;1R-R;1R-R;36,1;36,1;36,1;36,1;Ja;Ja;Ja;Ja;;;;;3;3;Rafeling;Rafeling;;;;;;;;;SMA;SMA;Ja;Ja;;;;;;;;;;;BB;BB;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;237;254;254;U562S181211013047;U562S181211013047;;;17-12-2018;17-12-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;;;ON;ON;11-12-2018;11-12-2018;A28;A28;HRR;HRR;a;a;1V-R;1V-R;46,1;46,1;46,1;46,1;Nee;Nee;Nee;Nee;;;;;2;2;"Rafeling en (boor)gaten";"Rafeling en (boor)gaten";3;3;;;;;;;SMA;SMA;Ja;Ja;;;;;;;;;;;MON;MON;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
